,Class of Orbit,Country of Operator/Owner,Operator/Owner,Users,Purpose,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
1298,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,489.0,714.0,0.0161,86.7,96.7,860.0,2018,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1299,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,491.0,715.0,0.0161,86.7,96.7,860.0,2018,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1300,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,607.0,623.0,0.00115,86.6,97.0,860.0,2018,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1301,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,607.0,623.0,0.00115,86.6,97.0,860.0,2018,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1302,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,609.0,623.0,0.001,86.6,97.0,860.0,2018,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1303,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,609.0,623.0,0.001,86.6,97.0,860.0,2018,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1304,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,612.0,625.0,0.00093,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1305,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,608.0,626.0,0.00129,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1306,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,609.0,626.0,0.00122,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1307,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,610.0,626.0,0.00114,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1308,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,609.0,626.0,0.00122,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1309,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,608.0,626.0,0.00129,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1310,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,608.0,626.0,0.00129,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1311,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,611.0,625.0,0.001,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1312,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,611.0,626.0,0.00107,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1313,LEO,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,611.0,626.0,0.00107,86.7,97.0,860.0,2019,15.0,Thales Alenia Space/Orbital ATK,France/Italy,Vandenberg AFB,Falcon 9
1314,LEO,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,620.0,664.0,0.00314,97.9,97.5,236.0,2013,2.0,Lockheed Martin Space Systems Advanced Technology Center (ATC),USA,Vandenberg AFB,L1011
1315,LEO,Taiwan,National Center for Atmospheric Research (NCKU),Government,Space Science,488.0,509.0,0.00153,97.4,95.0,3.0,2023,5.4,National Center for Atmospheric Research (NCKU),Taiwan,Vandenberg AFB,Falcon 9
1316,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35712.0,35872.0,0.0019,27.1,1436.0,1425.0,2013,12.0,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV
1317,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35695.0,35880.0,0.00219,30.97,1436.14,1432.0,2014,12.0,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV
1318,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35690.0,35871.0,0.00215,4.96,1435.8,1425.0,2014,12.0,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL
1319,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35699.0,35834.0,0.0016,30.04,1435.06,1425.0,2015,12.0,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-C27
1320,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35695.0,35874.0,0.00212,28.09,1436.01,1425.0,2016,12.0,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL
1321,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35700.0,35874.0,0.00206,5.09,1436.13,1425.0,2016,12.0,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL
1322,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35774.0,35797.0,0.000273,5.06,1436.05,1425.0,2016,12.0,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV
1323,GEO,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,35702.0,35872.0,0.00202,28.5,1436.1,1425.0,2018,10.0,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV
1324,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,817.0,823.0,0.000417,98.8,101.3,1360.0,2003,5.0,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV C5
1325,LEO,USA,NASA Small Satellite Technology Program,Government,Technology Development,421.0,423.0,0.000147,51.6,93.0,5.0,2017,5.4,NASA Small Satellite Technology Program,USA,Cygnus,Nanorack Deployer
1326,LEO,Czech Republic,iSky Technology,Commercial,Communications,571.0,586.0,0.00108,97.7,96.2,4.0,2018,5.4,German Orbital Systems,Germany,Vostochny Cosmodrome,Soyuz-2.1a
1327,LEO,USA,NASA/CalPoly,Government/Civil,Space Science,489.0,510.0,0.00153,85.03,94.6,4.0,2018,5.4,SRI International/CalPoly,USA,Rocket Lab Launch Complex 1,Electron
1328,LEO,USA,"TrustPoint, Inc.",Commercial,Technology Development,491.0,502.0,0.000801,97.4,94.4,4.0,2023,5.4,TrustPoint Inc.,USA,Vandenberg AFB,Falcon 9
1329,LEO,Turkey,ITU Space Systems Design & Test Laboratory,Civil,Technology Development,710.0,721.0,0.000776,98.4,99.1,1.0,2009,1.0,ITU Space Systems Design & Test Laboratory,Turkey,Satish Dhawan Space Centre,PSLV
1331,LEO,Thailand,Radio Amateur Society of Thailand (RAST),Civil,Communications,514.0,547.0,0.00239,97.5,95.2,1.0,2019,5.4,German Orbital Systems,Germany,Vostochny Cosmodrome,Soyuz-2.1b
1332,LEO,USA/France,National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Observation,1301.0,1324.0,0.0015,66.0,111.8,553.0,2016,5.0,Thales Alenia Space,France,Vandenberg AFB,Falcon 9
1333,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35772.0,35801.0,0.000344,1.19,1436.1,4400.0,2006,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5
1334,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35780.0,35791.0,0.00013,0.05,1436.03,4500.0,2012,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
1335,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35861.0,35924.0,0.000745,0.02,1441.5,4500.0,2016,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
1336,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35721.0,35774.0,0.000629,0.0,1434.1,3400.0,2016,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
1337,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35786.0,35801.0,0.000178,0.0,1436.01,4500.0,2016,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
1338,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35773.0,35800.0,0.00032,6.97,1436.11,5857.0,2020,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5
1339,GEO,Japan/Singapore,Sky Perfect JSAT Corporation/Kacific,Commercial,Communications,35779.0,35800.0,0.000249,0.08,1436.2,6956.0,2019,15.0,Boeing Satellite Systems,USA,Cape Canaveral,Falcon 9
1340,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35788.0,35794.0,7.12e-05,0.01,1436.1,2500.0,2002,11.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
1341,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35776.0,35797.0,0.000249,0.01,1436.1,4400.0,2006,12.0,Lockheed Martin Commercial Space Systems,USA,Sea Launch Odyssey,Zenit 3SL
1342,GEO,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35780.0,35794.0,0.000166,0.04,1436.12,4000.0,2009,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5
1343,LEO,China,Space OK (Shanghai Ok Space Co Ltd.),Commercial,Communications,489.0,504.0,0.00109,97.4,97.3,45.0,2018,5.4,Shanghai Ok Space Co Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
1344,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,555.0,575.0,0.00144,45.0,96.0,42.0,2019,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1345,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,639.0,664.0,0.00178,98.04,97.75,95.0,2015,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
1346,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,639.0,663.0,0.00171,98.04,97.74,95.0,2015,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
1347,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,537.0,554.0,0.00123,97.5,95.4,95.0,2019,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
1348,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,537.0,553.0,0.00116,97.5,95.4,95.0,2019,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
1349,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,531.0,545.0,0.00101,97.5,95.4,230.0,2021,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
1350,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,532.0,546.0,0.00101,97.5,95.4,230.0,2021,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
1351,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,531.0,547.0,0.00116,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1352,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,530.0,546.0,0.00116,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1353,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,530.0,546.0,0.00116,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1354,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,530.0,545.0,0.00109,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1355,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,529.0,546.0,0.00123,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1356,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,529.0,546.0,0.00123,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1357,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,546.0,0.0013,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1358,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,546.0,0.0013,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1359,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,546.0,0.0013,97.5,94.5,40.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1360,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,524.0,549.0,0.00181,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1361,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,526.0,548.0,0.00159,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1362,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,526.0,548.0,0.00159,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1363,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,526.0,548.0,0.00159,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1364,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,521.0,547.0,0.00188,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1365,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,526.0,547.0,0.00152,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1366,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,527.0,547.0,0.00145,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1367,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,526.0,546.0,0.00145,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1368,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,527.0,546.0,0.00138,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1369,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,543.0,0.00109,97.5,94.5,40.0,2021,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1370,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,529.0,544.0,0.00109,97.5,94.5,40.0,2021,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1371,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,544.0,0.00116,97.5,94.5,40.0,2021,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1372,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,530.0,546.0,0.00116,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1373,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,531.0,543.0,0.000869,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1374,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,526.0,548.0,0.00159,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1375,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,523.0,550.0,0.00195,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1376,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,545.0,0.00123,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyan Launch Center,Long March 2
1377,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,545.0,0.00123,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyan Launch Center,Long March 2
1378,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,545.0,0.00123,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyan Launch Center,Long March 2
1379,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,545.0,0.00123,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyan Launch Center,Long March 2
1380,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,545.0,0.00123,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyan Launch Center,Long March 2
1381,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,545.0,0.00123,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyan Launch Center,Long March 2
1382,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,545.0,0.00123,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyan Launch Center,Long March 2
1383,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,491.0,496.0,0.000364,97.4,94.5,42.0,2023,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1384,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,525.0,548.0,0.00167,97.5,94.5,43.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
1386,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,485.0,495.0,0.000729,97.4,94.5,42.0,2023,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1387,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,530.0,545.0,0.00109,97.5,94.5,95.0,2021,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1388,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,528.0,543.0,0.00109,97.5,94.5,95.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1389,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,477.0,492.0,0.00109,97.3,94.3,95.0,2020,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1390,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,526.0,550.0,0.00174,97.5,94.5,32.0,2022,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Wenchang Space Center,Long March 8
1391,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,487.0,496.0,0.000656,97.4,94.5,18.0,2023,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1392,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,481.0,494.0,495.0,97.4,94.5,18.0,2023,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1393,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,478.0,495.0,495.0,97.4,94.5,18.0,2023,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
1394,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,638.0,662.0,0.00171,98.05,97.73,400.0,2015,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
1395,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,521.0,538.0,0.00123,97.5,95.2,95.0,2019,3.0,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11
1396,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,531.0,544.0,0.000941,95.4,97.54,400.0,2017,5.4,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou
1397,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,532.0,545.0,0.000941,97.5,95.4,95.0,2017,3.0,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 6
1398,LEO,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,531.0,544.0,0.000941,97.5,95.4,95.0,2017,3.0,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 6
